text,label,file
Where was Marie Curie born?, 2, ./chunks/test3.txt
Which clandestine institution did Marie Curie study at in Warsaw?, 2, ./chunks/test3.txt
In which year did Marie Curie move to Paris to further her studies?, 2, ./chunks/test3.txt
Who was Marie Curie’s elder sister that she followed to Paris?, 2, ./chunks/test3.txt
Who shared the 1903 Nobel Prize in Physics with Marie Curie?, 2, ./chunks/test3.txt
For what discovery did Marie Curie win the 1911 Nobel Prize in Chemistry?, 2, ./chunks/test3.txt
What significant contribution did Marie Curie make in the medical field using radioactive isotopes?, 2, ./chunks/test3.txt
What are the names of the two institutes founded by Marie Curie?, 2, ./chunks/test3.txt
What technological advancement did Marie Curie develop during World War I?, 2, ./chunks/test3.txt
How did Marie Curie maintain her Polish identity while being a French citizen?, 2, ./chunks/test3.txt
Who is considered the father of theoretical computer science?, 3, ./chunks/test4.txt
What significant contribution did Alan Turing make to theoretical computer science?, 3, ./chunks/test4.txt
When and where was Alan Turing born?, 3, ./chunks/test4.txt
From which two prestigious institutions did Turing graduate?, 3, ./chunks/test4.txt
For what specific role is Turing recognized during World War II?, 3, ./chunks/test4.txt
"What was Hut 8 at Bletchley Park, and what was Turing's role there?", 3, ./chunks/test4.txt
How did Turing contribute to the breaking of German ciphers during World War II?, 3, ./chunks/test4.txt
What was the significance of the Enigma machine in World War II?, 3, ./chunks/test4.txt
"What is the Turing machine, and why is it important?", 3, ./chunks/test4.txt
What was Turing’s role in the development of Ultra intelligence?, 3, ./chunks/test4.txt
What major wartime battle did Turing's cryptanalysis work significantly impact?, 3, ./chunks/test4.txt
What did Turing design at the National Physical Laboratory after World War II?, 3, ./chunks/test4.txt
"Which laboratory did Turing join in 1948, and what was one of his primary areas of research while there?", 3, ./chunks/test4.txt
In which field outside of computer science did Turing make theoretical contributions?, 3, ./chunks/test4.txt
"What is morphogenesis, and what was Turing's contribution to this area?", 3, ./chunks/test4.txt
"What are oscillating chemical reactions, and which reaction did Turing predict?", 3, ./chunks/test4.txt
"Why was much of Turing's work during his lifetime not fully recognized?", 3, ./chunks/test4.txt
What specific event in Turing's personal life led to his prosecution in 1952?, 3, ./chunks/test4.txt
What was the result of Turing being prosecuted for homosexual acts in 1952?, 3, ./chunks/test4.txt
"How did Alan Turing die, and what were the circumstances surrounding his death?", 3, ./chunks/test4.txt

